caption,state
La de que nada importa,Moderately Depressed
La nunca se va siempre,Moderately Depressed
No sostener esta carga,Moderately Depressed
El absorbiendo toda mi,Moderately Depressed
Laberinto de me pierdo,Moderately Depressed
agota emocional alivio,Moderately Depressed
No aguantar este ritmo,Moderately Depressed
La me tiene paralizado,Moderately Depressed
Siento la tensa por el,Moderately Depressed
Leggendo un buon libro,Moderately Depressed
Momenti di riflessione,Moderately Depressed
Osservando il tramonto,Moderately Depressed
La vita noiosa a volte,Moderately Depressed
Trovare bellezza nella,Moderately Depressed
Pace e in ogni momento,Moderately Depressed
Se lo sogni puoi farlo,Moderately Depressed
Fallisci impara cresci,Moderately Depressed
Respira rilassati vivi,Moderately Depressed
Il mare il mio rifugio,Moderately Depressed
Dove mi porta il cuore,Moderately Depressed
Cibo buono vita felice,Moderately Depressed
La vita bella goditela,Moderately Depressed
Insieme siamo perfetti,Moderately Depressed
Il vero amore semplice,Moderately Depressed
Trova equilibrio nella,Moderately Depressed
Lascia che la ti trovi,Moderately Depressed
Ogni mattina una nuova,Moderately Depressed
Un giorno da ricordare,Moderately Depressed
Ballo sotto la pioggia,Moderately Depressed
La contagiosa spargila,Moderately Depressed
Lamore riempie la vita,Moderately Depressed
In campagna la di casa,Moderately Depressed
Sotto le stelle felici,Moderately Depressed
In riva al mare felice,Moderately Depressed
In montagna gioia pura,Moderately Depressed
Momenti felici insieme,Moderately Depressed
Sentirsi a casa con te,Moderately Depressed
La un profumo nellaria,Moderately Depressed
Uneco di risate felici,Moderately Depressed
La nelle cose semplici,Moderately Depressed
Piccoli piaceri grande,Moderately Depressed
La unarte da coltivare,Moderately Depressed
Vivere con gratitudine,Moderately Depressed
Trovare la gioia nella,Moderately Depressed
Vivere con compassione,Moderately Depressed
Il mio essere vibra di,Moderately Depressed
Sento una che mi eleva,Moderately Depressed
Il mio animo in estasi,Moderately Depressed
La unarmonia tra cuori,Moderately Depressed
La unarmonia tra anime,Moderately Depressed
La unarmonia dellanima,Moderately Depressed
Quando questa giornata,Moderately Depressed
Unoppressione al petto,Moderately Depressed
Unagitazione interiore,Moderately Depressed
Unimpazienza crescente,Moderately Depressed
La mente che si blocca,Moderately Depressed
La a farsi valorizzare,Moderately Depressed
Non riesco a respirare,Moderately Depressed
Ho bisogno di un drink,Moderately Depressed
Il respiro un po corto,Moderately Depressed
Il respiro un po lento,Moderately Depressed
La a credere nellamore,Moderately Depressed
La a trovare interesse,Moderately Depressed
La a trovare un futuro,Moderately Depressed
La a trovare una forma,Moderately Depressed
La leggerezza unutopia,Moderately Depressed
Non luce solo infinita,Moderately Depressed
La mia vita un inferno,Moderately Depressed
Non luce solo profonda,Moderately Depressed
Non trovo il mio posto,Moderately Depressed
Blooming with happiness,Moderately Depressed
Happiness is contagious,Moderately Depressed
Happiness is in the air,Moderately Depressed
The best is yet to come,Moderately Depressed
This happiness 100 real,Moderately Depressed
Embracing the quiet hum,Moderately Depressed
Embracing the slow burn,Moderately Depressed
Embracing the slow pace,Moderately Depressed
Embracing the stillness,Moderately Depressed
Finding small victories,Moderately Depressed
Holding onto small joys,Moderately Depressed
Hollow eyes heavy heart,Moderately Depressed
In search of inner calm,Moderately Depressed
A moment frozen in time,Moderately Depressed
Making today a good one,Moderately Depressed
Taking life as it comes,Moderately Depressed
Everything feels urgent,Moderately Depressed
Feeling like Im on edge,Moderately Depressed
My brain is on overload,Moderately Depressed
Hoy ser feliz y nada me,Moderately Depressed
Respira disfruta repite,Moderately Depressed
Hoy es un buen para ser,Moderately Depressed
Haz lo que amas y feliz,Moderately Depressed
Viviendo con gratitud y,Moderately Depressed
Hoy es un perfecto para,Moderately Depressed
Si es con amor es mejor,Moderately Depressed
Hoy me siento imparable,Moderately Depressed
feliz alma ligera lleno,Moderately Depressed
Solo vibras bonitas por,Moderately Depressed
Rodeado de amor y buena,Moderately Depressed
Hoy todo brilla un poco,Moderately Depressed
cosas hacen los grandes,Moderately Depressed
Cada trae algo especial,Moderately Depressed
Nada detiene a un feliz,Moderately Depressed
Hoy estoy en modo total,Moderately Depressed
No busques la felicidad,Moderately Depressed
La vida es un regalo al,Moderately Depressed
La es la mejor medicina,Moderately Depressed
Hoy es un buen para sin,Moderately Depressed
Hoy me con ganas de sin,Moderately Depressed
Cuando el mundo contigo,Moderately Depressed
La en cada paso que das,Moderately Depressed
brilla y sigue adelante,Moderately Depressed
No esperes la felicidad,Moderately Depressed
feliz con lo que tienes,Moderately Depressed
La risa es para el alma,Moderately Depressed
Elige la felicidad cada,Moderately Depressed
Fingir estar bien cansa,Moderately Depressed
Cada se siente como una,Moderately Depressed
Quiero sentir paz en mi,Moderately Depressed
Me que las cosas fueran,Moderately Depressed
Todo parece y sin color,Moderately Depressed
No salir de este estado,Moderately Depressed
la paz mental que antes,Moderately Depressed
Todo se siente tan gris,Moderately Depressed
Me siento sin sin rumbo,Moderately Depressed
Estoy perdiendo en todo,Moderately Depressed
Me recuperar mi esencia,Moderately Depressed
No hay prisa todo llega,Moderately Depressed
No todos los son y bien,Moderately Depressed
Lo normal es suficiente,Moderately Depressed
Un perfectamente normal,Moderately Depressed
simples son importantes,Moderately Depressed
Todo en su justa medida,Moderately Depressed
La normalidad es bonita,Moderately Depressed
Hoy todo se siente bien,Moderately Depressed
Hoy solo me dejo llevar,Moderately Depressed
Hoy agradezco lo simple,Moderately Depressed
Siento paz cultivando y,Moderately Depressed
La simplicidad llena de,Moderately Depressed
Belleza en autenticidad,Moderately Depressed
Paz en aceptar el fluir,Moderately Depressed
Apreciando los detalles,Moderately Depressed
Confiando en el proceso,Moderately Depressed
La vida es una aventura,Moderately Depressed
pausas grandes sonrisas,Moderately Depressed
placeres gran felicidad,Moderately Depressed
Estoy agotado de ser yo,Moderately Depressed
Estoy cansado de luchar,Moderately Depressed
He olvidado pedir ayuda,Moderately Depressed
La es una flor marchita,Moderately Depressed
La esperanza es un roto,Moderately Depressed
La soledad es lo que me,Moderately Depressed
La tristeza es mi amiga,Moderately Depressed
La tristeza nunca se va,Moderately Depressed
Me siento como un error,Moderately Depressed
Mi es una isla desierta,Moderately Depressed
Nada cambia nada mejora,Moderately Depressed
Nada importa ya todo es,Moderately Depressed
Nadie el peso que cargo,Moderately Depressed
No hay luz al final del,Moderately Depressed
No puedo con este dolor,Moderately Depressed
No si alguna vez la paz,Moderately Depressed
pudiera volver a sentir,Moderately Depressed
Solo quiero desaparecer,Moderately Depressed
Un alma herida buscando,Moderately Depressed
La de que no hay salida,Moderately Depressed
Quisiera que todo fuera,Moderately Depressed
No puedo con esta carga,Moderately Depressed
El ganando esta batalla,Moderately Depressed
La vida sigue y yo sigo,Moderately Depressed
Calma meditativa centro,Moderately Depressed
Silencio profundo clara,Moderately Depressed
Ansiedad bloquea libero,Moderately Depressed
Estoy al de mis fuerzas,Moderately Depressed
La me tiene sin fuerzas,Moderately Depressed
Una giornata come tante,Moderately Depressed
Camminando senza fretta,Moderately Depressed
Ogni giorno porta nuove,Moderately Depressed
La calma un superpotere,Moderately Depressed
Sentirsi grati per ogni,Moderately Depressed
La gioia la mia bussola,Moderately Depressed
Lavora duro sogna forte,Moderately Depressed
La vita fatta di attimi,Moderately Depressed
Perdersi per ritrovarsi,Moderately Depressed
Un sorriso cambia tutto,Moderately Depressed
Trova il tuo equilibrio,Moderately Depressed
Semplicemente me stesso,Moderately Depressed
Sei il mio posto felice,Moderately Depressed
Un vero amico un tesoro,Moderately Depressed
Energia positiva sempre,Moderately Depressed
Un amico un tesoro raro,Moderately Depressed
Fai che ami ama che fai,Moderately Depressed
Ama e accetta te stesso,Moderately Depressed
Il sole scalda il cuore,Moderately Depressed
Coltiva pensieri felici,Moderately Depressed
Amare condividere sogni,Moderately Depressed
La mia seconda famiglia,Moderately Depressed
La un sorriso condiviso,Moderately Depressed
La un abbraccio sincero,Moderately Depressed
Il cuore pieno di gioia,Moderately Depressed
Il mare mi rende felice,Moderately Depressed
Momenti di gioia con te,Moderately Depressed
La gioia di condividere,Moderately Depressed
Uneco di momenti felici,Moderately Depressed
Uneco di sorrisi felici,Moderately Depressed
La un viaggio interiore,Moderately Depressed
Momenti di pura armonia,Moderately Depressed
Trovare la gioia dentro,Moderately Depressed
La un rifugio interiore,Moderately Depressed
La unemozione autentica,Moderately Depressed
La unavventura creativa,Moderately Depressed
Vivere con impegno ogni,Moderately Depressed
La unemozione frizzante,Moderately Depressed
La una magia quotidiana,Moderately Depressed
Il mio spirito in festa,Moderately Depressed
Sento una pace profonda,Moderately Depressed
La una quiete ritrovata,Moderately Depressed
La gioia uneco costante,Moderately Depressed
La un dialogo interiore,Moderately Depressed
La unarmonia di sogni e,Moderately Depressed
La unarmonia silenziosa,Moderately Depressed
Sento la come unonda di,Moderately Depressed
La unesperienza di pura,Moderately Depressed
Troppe cose nella testa,Moderately Depressed
La a rilassare il corpo,Moderately Depressed
La a gestire i problemi,Moderately Depressed
Il mio cervello un caos,Moderately Depressed
Non ho tempo per niente,Moderately Depressed
La burocrazia un incubo,Moderately Depressed
La a provare entusiasmo,Moderately Depressed
La a trovare amici veri,Moderately Depressed
La a trovare un profumo,Moderately Depressed
La a trovare un ricordo,Moderately Depressed
La a trovare una parola,Moderately Depressed
La a trovare una svolta,Moderately Depressed
Uneco di che mi avvolge,Moderately Depressed
Uninerzia che mi blocca,Moderately Depressed
Mi sento perso nel buio,Moderately Depressed
La unombra che mi segue,Moderately Depressed
Find joy in the ordinary,Moderately Depressed
Nothing fancy just happy,Moderately Depressed
The art of being present,Moderately Depressed
A quiet kind of strength,Moderately Depressed
Finding moments of grace,Moderately Depressed
Finding solace in nature,Moderately Depressed
Holding space for myself,Moderately Depressed
Letting the worries fade,Moderately Depressed
New painting in progress,Moderately Depressed
The silence is deafening,Moderately Depressed
Tired eyes restless mind,Moderately Depressed
A pause between chapters,Moderately Depressed
Another adventure awaits,Moderately Depressed
Balancing work and peace,Moderately Depressed
Cherishing these moments,Moderately Depressed
Dancing with my thoughts,Moderately Depressed
Feeling inspired by this,Moderately Depressed
Feeling lucky to be here,Moderately Depressed
Finding happiness within,Moderately Depressed
Just going with the flow,Moderately Depressed
Sharing a smile with you,Moderately Depressed
Just existing not living,Moderately Depressed
Silent battles loud mind,Moderately Depressed
Simplicity is underrated,Moderately Depressed
Smiling without a reason,Moderately Depressed
Everything feels chaotic,Moderately Depressed
Feeling like Im drowning,Moderately Depressed
Just trying to handle it,Moderately Depressed
Just trying to stay calm,Moderately Depressed
Minding my own happiness,Moderately Depressed
My anxiety is my copilot,Moderately Depressed
My mind wont stop racing,Moderately Depressed
Need a change of scenery,Moderately Depressed
Need a good nights sleep,Moderately Depressed
Need a moment of silence,Moderately Depressed
Need some time to myself,Moderately Depressed
So many responsibilities,Moderately Depressed
Vibra bonito y todo bien,Moderately Depressed
Nada brilla que un feliz,Moderately Depressed
Cada trae una nueva para,Moderately Depressed
Si puedes puedes hacerlo,Moderately Depressed
El sol brilla mi sonrisa,Moderately Depressed
Vivir sin amar sin miedo,Moderately Depressed
Brilla con tu propia luz,Moderately Depressed
La felicidad es la mejor,Moderately Depressed
Llena tu vida de color y,Moderately Depressed
Siempre hay razones para,Moderately Depressed
Nada bonito que un feliz,Moderately Depressed
Ser feliz es una y yo ya,Moderately Depressed
Nada ni nadie mi luz hoy,Moderately Depressed
Cada es una en blanco de,Moderately Depressed
Hoy el sol brilla fuerte,Moderately Depressed
Haz de cada una aventura,Moderately Depressed
La vida es bonita cuando,Moderately Depressed
Ser feliz no cuesta nada,Moderately Depressed
Haz lo que te haga feliz,Moderately Depressed
La es el mejor accesorio,Moderately Depressed
No hay para la felicidad,Moderately Depressed
La risa es un superpoder,Moderately Depressed
Siempre hay motivos para,Moderately Depressed
alguien notara lo que es,Moderately Depressed
Un poco de pero buscando,Moderately Depressed
Cada parece igual sin ni,Moderately Depressed
Me pregunto si todo esto,Moderately Depressed
Cada es una del anterior,Moderately Depressed
Me despertarme diferente,Moderately Depressed
No en momento a sentirme,Moderately Depressed
Cada parece el mismo sin,Moderately Depressed
No explicarlo pero duele,Moderately Depressed
Me poder apagar mi mente,Moderately Depressed
Me dejar de pensar tanto,Moderately Depressed
La rutina me consumiendo,Moderately Depressed
sentirme seguro de mismo,Moderately Depressed
Me recordar se siente la,Moderately Depressed
Mente tranquila sencillo,Moderately Depressed
Sin drama sin normalidad,Moderately Depressed
A veces la rutina es una,Moderately Depressed
Mente despejada en calma,Moderately Depressed
aire fresco y un poco de,Moderately Depressed
Estado emocional estable,Moderately Depressed
Orden y eficiencia en mi,Moderately Depressed
Libre y sin limitaciones,Moderately Depressed
En calma sin ansiedad ni,Moderately Depressed
Disfrutando del silencio,Moderately Depressed
Todo fluye como debe ser,Moderately Depressed
Viendo la vida con calma,Moderately Depressed
Fluyendo sin forzar nada,Moderately Depressed
La serenidad es mi mejor,Moderately Depressed
Siento paz al cultivar y,Moderately Depressed
Un para vivir y aprender,Moderately Depressed
Nada que cambiar todo en,Moderately Depressed
La rutina tiene su magia,Moderately Depressed
Hoy la calma es mi mejor,Moderately Depressed
Aprecio la calma de este,Moderately Depressed
Agradezco la equilibrada,Moderately Depressed
Libertad de ser yo mismo,Moderately Depressed
Belleza en la diversidad,Moderately Depressed
Gratitud por crecimiento,Moderately Depressed
Claridad en cada detalle,Moderately Depressed
Disfrutando del presente,Moderately Depressed
Momentos simples grandes,Moderately Depressed
Dejando fluir el momento,Moderately Depressed
Un instante de paz en el,Moderately Depressed
Viviendo momentos de luz,Moderately Depressed
Estoy agotado de existir,Moderately Depressed
Estoy en mi propio dolor,Moderately Depressed
He perdido la fe en todo,Moderately Depressed
La me consume lentamente,Moderately Depressed
La me consume por dentro,Moderately Depressed
La vida es un camino sin,Moderately Depressed
La vida sigue pero yo me,Moderately Depressed
Me dormir y no despertar,Moderately Depressed
Mi es un desierto helado,Moderately Depressed
No escapar de este dolor,Moderately Depressed
No llenar este dentro de,Moderately Depressed
No si alguna vez de esto,Moderately Depressed
No tengo ganas de seguir,Moderately Depressed
Siento que no valgo nada,Moderately Depressed
Todo parece tan distante,Moderately Depressed
El dolor es mi constante,Moderately Depressed
La vida es una constante,Moderately Depressed
fue la vez que me en paz,Moderately Depressed
Todo me abruma de lo que,Moderately Depressed
Mi paciencia se agotando,Moderately Depressed
La externa me aplastando,Moderately Depressed
Cada siento que estoy al,Moderately Depressed
La cabeza llena de nudos,Moderately Depressed
El me ganando la batalla,Moderately Depressed
Buscando un oasis de paz,Moderately Depressed
Sguardo verso lorizzonte,Moderately Depressed
Ogni giorno per crescere,Moderately Depressed
La la vera essenza della,Moderately Depressed
La si trova nel presente,Moderately Depressed
Pace interiore e sorrisi,Moderately Depressed
Mente calma cuore felice,Moderately Depressed
Mente calma anima serena,Moderately Depressed
La calma la chiave della,Moderately Depressed
Aria fresca mente libera,Moderately Depressed
Amore puro cuore leggero,Moderately Depressed
La una scelta quotidiana,Moderately Depressed
I sogni non hanno limiti,Moderately Depressed
Vinci con determinazione,Moderately Depressed
Fallisci impara rialzati,Moderately Depressed
Linverno scalda il cuore,Moderately Depressed
Il sempre una buona idea,Moderately Depressed
Sii presente il resto da,Moderately Depressed
Riempi la vita di colori,Moderately Depressed
Suda oggi sorridi domani,Moderately Depressed
Lamore rende tutto bello,Moderately Depressed
Con te il mondo luminoso,Moderately Depressed
Il futuro nelle tue mani,Moderately Depressed
Camminare tra gli alberi,Moderately Depressed
Fai brillare la tua luce,Moderately Depressed
Ogni storia damore unica,Moderately Depressed
Il nostro amore infinito,Moderately Depressed
Un vero amico per sempre,Moderately Depressed
Ogni giorno per brillare,Moderately Depressed
